8626,-13.21,-871
8655,-15.13,-376
8686,-16.8,-154
8716,-18.52,-354
8745,-20.45,-361
8775,-22.07,-200
8805,-23.33,-18
8836,-24.68,-117
8865,-26.26,-314
8895,-27.99,-454
8926,-29.55,-541
8955,-30.97,-693
8985,-32.55,-796
9015,-34.32,-748
9046,-36.29,-864
9075,-38.56,-1236
9105,-40.78,-2232
9135,-42.39,-4266
9165,-43.68,-5433
9195,-45.31,-3859
9225,-47.94,-1817
9254,-50.97,-136
9285,-53.06,-86
9315,-52.28,2451
9345,-50.38,5423
9374,-48.86,4212
9404,-45.92,2645
9435,-41.06,1613
9464,-34.82,592
9494,-27.4,23
9525,-19.21,-395
9554,-10.41,-242
9584,-1.55,518
9614,6.47,468
9645,13.28,1251
9674,18.25,1646
9704,19.93,2743
9734,17.97,3366
9764,13.26,3280
9794,7.47,2408
9824,4.63,-6200
9853,6.18,4473
9884,1.16,1585
9914,-4.37,-487
9944,-8.68,-2744
9973,-11.66,-1593
10004,-13.42,313
10034,-14.65,877
10063,-16.22,-287
10093,-17.99,-1185
10124,-19.48,-933
10153,-20.66,-632
10183,-22.05,-524
10213,-23.47,-367
10243,-24.94,-182
10273,-26.38,-413
10303,-27.83,-985
10333,-29.4,-1219
10363,-31.36,-1041
10393,-33.62,-839
10423,-36.06,-869
10452,-38.73,-1479
10483,-41.68,-2560
10513,-44.34,-4584
10543,-46.52,-6290
10572,-48.2,-5296
10603,-50.75,-2399
10633,-53.12,-1308
10662,-56.72,-674
10692,-58.85,-117
10722,-57.17,2501
10753,-54.69,4721
10782,-52.06,3613
10812,-47.85,1617
10842,-41.88,-427
10872,-34.6,-1101
10902,-26.43,-997
10932,-17.36,-578
10962,-8,50
10992,0.93,258
11022,8.85,1331
11052,14.92,2333
11082,17.21,3712
11112,16.7,4472
11142,14.33,4570
11171,11.1,4077
11202,7.39,2562
11232,6.35,-5427
11261,6.96,4707
11291,2.05,3600
11322,-1.95,-1115
11352,-6.19,-1675
11381,-9.22,-33
11411,-9.99,831
11442,-10.91,-691
11471,-12.71,-1538
11501,-14.17,-1311
11531,-15.2,-551
11560,-16.14,-792
11591,-17.64,-979
11621,-19.25,-627
11651,-20.53,-824
11680,-21.92,-1098
11711,-23.51,-1034
11741,-25.15,-1071
11770,-27.04,-933
11800,-29.1,-1081
11831,-31.28,-1183
11860,-33.77,-1080
11890,-36.61,-1414
11920,-39.79,-2678
11951,-42.83,-4606
11980,-45.01,-5394
12010,-46.2,-3875
12040,-48.99,-5063
12070,-52.73,-4885
12100,-57.38,-2666
12130,-60.04,-971
12161,-58.3,918
12190,-54.49,3497
12220,-50.42,3083
12250,-45.22,1599
12279,-38.66,-1
12310,-31.29,-1705
12340,-23.39,-1920
12369,-14.72,-694
12399,-5.55,188
12430,2.74,1348
12460,9.93,2583
12489,15.53,3983
12519,17.64,5632
12550,16.36,6501
12579,12.48,6194
12609,7.39,3207
12640,7.68,-6126
12669,7.68,4630
12699,4,2111
12729,0.68,310
12760,-2.7,-904
12789,-6.11,-516
12819,-8.35,-145
12849,-9.37,-80
12879,-10.56,-935
12909,-12.13,-1228
12939,-13.53,-1069
12968,-14.5,-953
12999,-15.27,-996
13029,-16.06,-1307
13059,-17.08,-1386
13088,-18.37,-991
13118,-19.57,-1107
13149,-20.65,-1195
13178,-21.83,-1513
13208,-23.08,-1610
13238,-24.54,-1599
13268,-26.17,-1552
13298,-27.99,-1530
13328,-30.06,-1266
13358,-32.19,-1166
13388,-34.28,-1546
13418,-36.43,-1964
13448,-38.69,-2710
13477,-41.06,-3727
13508,-43.45,-4414
13538,-45.3,-5100
13568,-46.73,-3737
13597,-49.78,-4955
13628,-53.65,-3741
13658,-56.82,-1868
13687,-57.52,-473
13717,-55.29,1960
13748,-52.02,3131
13777,-47.18,2593
13807,-41.3,1005
13837,-34.41,-803
13868,-26.77,-1431
13897,-18.19,-629
13927,-8.8,488
13958,0.16,1376
13987,7.65,2249
14017,13.47,3205
14047,16.38,4087
14076,16.55,4729
14107,14.93,4627
14137,12.53,4109
14167,9.85,3459
14196,7.06,-787
14227,7.72,-4778
14257,6.25,1555
14286,3.24,1170
14317,0.51,-232
14347,-2.42,-1244
14376,-4.67,-566
14406,-5.51,-148
14436,-6.3,-384
14467,-7.63,-1067
14496,-9.26,-1055
14526,-10.28,-865
14556,-10.68,-767
14586,-11.13,-1060
14616,-11.93,-1161
14646,-12.62,-1279
14675,-12.83,-1218
14706,-12.96,-1202
14736,-13.41,-1128
14766,-13.92,-1077
14795,-14.5,-1116
14826,-15.15,-843
14856,-15.72,-778
14885,-16.11,-953
14915,-16.45,-681
14946,-16.72,-771
14976,-16.89,-908
15005,-16.99,-1117
15035,-17.2,-956
15066,-17.42,-927
15095,-17.73,-891
15125,-17.96,-969
15155,-18.22,-850
15185,-18.49,-866
15215,-18.64,-838
15246,-18.73,-807
15275,-18.74,-906
15305,-18.74,-1002
15335,-18.77,-960
15365,-18.86,-888
15394,-19.01,-824
15425,-19.15,-786
15455,-19.17,-831
15484,-19.13,-789
15514,-19.05,-790
15545,-18.94,-782
15575,-18.8,-797
15604,-18.66,-853
15634,-18.54,-863
15665,-18.41,-885
15694,-18.28,-870
15724,-18.18,-827
15754,-18.05,-830
15784,-17.89,-851
15814,-17.77,-842
15844,-17.66,-858
15874,-17.57,-839
15904,-17.5,-809
15934,-17.43,-823
15964,-17.36,-820
15993,-17.29,-814
16024,-17.22,-790
16054,-17.15,-780
16083,-17.05,-799
16113,-16.98,-811
16144,-16.92,-800
16174,-16.88,-788
16203,-16.83,-803
16233,-16.78,-802
16264,-16.75,-793
16293,-16.72,-784
16323,-16.68,-748
16353,-16.64,-755
16384,-16.57,-781
16413,-16.5,-776
16443,-16.42,-747
16473,-16.3,-775
16503,-16.19,-800
16533,-16.08,-793
16563,-15.96,-812
16592,-15.86,-828
16623,-15.75,-850
16653,-15.67,-859
16683,-15.61,-848
16712,-15.57,-861
16743,-15.54,-841
16773,-15.53,-821
16802,-15.5,-830
16832,-15.48,-840
16863,-15.46,-849
16892,-15.47,-828
16922,-15.48,-834
16952,-15.48,-846
16983,-15.49,-850
17012,-15.51,-862
17042,-15.54,-859
17072,-15.58,-858
17102,-15.62,-856
17132,-15.66,-851
17162,-15.68,-861
17191,-15.72,-866
17222,-15.75,-881
17252,-15.79,-857
17282,-15.84,-851
17311,-15.87,-886
17342,-15.9,-875
17372,-15.93,-884
17401,-15.96,-885
17431,-15.99,-871
17462,-16.01,-893
17491,-16.04,-893
17521,-16.07,-894
17551,-16.09,-912
17582,-16.14,-882
17611,-16.17,-881
17641,-16.19,-908
17671,-16.21,-917
17701,-16.24,-910
17731,-16.26,-908
17761,-16.27,-918
17790,-16.29,-926
17821,-16.3,-929
17851,-16.31,-928
17881,-16.31,-919
17910,-16.31,-917
17941,-16.28,-921
17971,-16.27,-915
18000,-16.25,-920
18030,-16.23,-942
18061,-16.2,-947
18091,-16.18,-953
18120,-16.17,-953
18150,-16.15,-956
18181,-16.13,-963
18210,-16.12,-960
18240,-16.1,-973
18270,-16.1,-975
18300,-16.09,-988
18330,-16.1,-986
18360,-16.12,-967
18390,-16.13,-962
18420,-16.14,-970
18450,-16.15,-973
18480,-16.16,-1002
18509,-16.19,-1038
18540,-16.26,-1011
18570,-16.31,-950
18599,-16.28,-976
18629,-16.26,-996
18660,-16.22,-994
18690,-16.19,-1005
18719,-16.17,-1006
18749,-16.17,-1016
18780,-16.18,-1033
18809,-16.19,-1020
18839,-16.21,-1012
18869,-16.22,-1018
18899,-16.24,-1013
18929,-16.24,-1019
18959,-16.23,-1054
18989,-16.23,-1047
19019,-16.23,-1037
19049,-16.23,-1047
