15,-15604,-1132,-4260,177,-83,-10
8,-15540,-1088,-4188,190,-63,-7
11,-15424,-1108,-4016,204,-84,5
16,-15480,-1148,-4128,199,-70,14
24,-15448,-1036,-4108,198,-87,29
33,-15544,-1040,-4256,211,-54,81
43,-15516,-1136,-4080,214,-61,108
52,-15484,-1092,-4052,223,-14,139
61,-15512,-1056,-3964,297,-12,129
69,-15492,-1064,-3944,270,3,165
78,-15484,-1044,-4060,307,7,177
87,-15396,-976,-3944,266,37,173
96,-15416,-964,-3920,304,44,176
104,-15396,-864,-3944,259,36,170
113,-15588,-976,-4252,249,65,146
121,-15636,-920,-4024,230,58,150
131,-15580,-928,-3984,250,88,162
139,-15516,-992,-3996,282,58,176
148,-15612,-852,-3960,289,102,164
157,-15508,-920,-4080,269,108,154
166,-15464,-764,-4004,257,136,119
176,-15464,-616,-4080,211,131,91
184,-15444,-696,-4060,110,161,55
193,-15404,-852,-4100,98,162,50
201,-15476,-844,-4124,45,188,25
210,-15500,-984,-3972,40,197,38
219,-15540,-1000,-4100,51,213,63
228,-15524,-1000,-4112,78,206,60
236,-15516,-1024,-4068,111,189,63
245,-15564,-868,-4052,112,199,65
254,-15416,-804,-3908,90,251,87
263,-15536,-740,-4032,51,247,72
272,-15532,-688,-4164,7,227,68
280,-15456,-868,-4012,-10,233,53
288,-15536,-868,-4056,-37,266,53
297,-15492,-732,-4076,-8,236,33
306,-15488,-860,-3944,-32,267,41
315,-15564,-812,-4144,-74,273,49
324,-15456,-756,-4084,-118,289,55
333,-15568,-968,-4248,-114,277,85
343,-15524,-1032,-4196,-127,272,67
352,-15492,-1208,-4100,-24,286,101
361,-15500,-1104,-4064,56,271,160
370,-15508,-1088,-3848,95,288,172
379,-15412,-948,-4052,155,276,195
388,-15468,-852,-4088,185,306,201
397,-15532,-796,-4052,117,328,235
406,-15468,-780,-4016,49,301,209
415,-15492,-916,-4100,22,305,201
423,-15488,-1000,-3968,-88,306,243
434,-15488,-740,-4000,-31,327,246
443,-15668,-868,-4196,-23,320,222
451,-15596,-800,-4152,-104,321,260
461,-15520,-684,-4228,-123,328,271
471,-15616,-728,-4400,-184,305,257
480,-15448,-740,-4304,-136,284,233
489,-15632,-864,-4468,-68,269,270
498,-15640,-660,-4380,-63,223,273
507,-15552,-512,-4552,-83,199,246
517,-15668,-668,-4460,-117,157,246
526,-15716,-740,-4524,-33,99,220
534,-15616,-824,-4592,51,56,226
543,-15672,-724,-4600,184,25,259
551,-15568,-684,-4268,319,-30,254
561,-15516,-716,-4400,361,-70,295
