8,16308,1156,-4916,-606,520,-190
11,16276,1144,-4920,-617,512,-202
47,16260,696,-4764,-690,460,-155
81,16324,872,-4948,-382,353,-260
117,16316,600,-5148,-745,208,-406
153,16488,720,-5192,181,478,-874
189,16404,1408,-5140,-470,543,-862
226,16292,1372,-4760,-527,534,-728
264,16280,1712,-4372,-844,396,-416
301,16392,780,-4108,-579,303,-231
337,16408,1456,-4564,267,279,-216
373,16360,1100,-4928,-22,126,-40
409,16460,1148,-4716,185,216,-97
445,16348,1356,-4712,58,194,-126
480,16408,1376,-4568,3,206,-48
514,16360,1244,-4552,11,132,65
546,16552,1308,-4676,55,86,133
580,16496,1028,-4596,-176,-3,85
614,16436,984,-4680,102,73,-122
649,16488,980,-4764,148,73,-255
683,16388,1256,-4876,74,20,-232
717,16316,1272,-4712,179,-4,-162
752,16368,984,-4712,203,-28,-144
788,16392,1236,-4400,89,-95,-46
822,16340,1388,-5236,542,-99,-13
858,16328,1136,-5068,-68,-70,189
892,16448,1076,-4848,-31,-7,80
926,16344,996,-4740,86,65,-96
958,16512,1412,-4376,25,-8,-106
993,16228,1248,-4556,331,-77,-9
1027,16416,1600,-4568,379,-120,255
1064,16416,1136,-4756,191,-19,569
1100,16448,788,-5444,86,371,200
1135,16576,680,-5424,-354,887,-106
1173,16444,252,-5100,-349,1302,-622
1211,16504,652,-4704,430,1471,-1374
1250,16500,1000,-4832,997,1470,-1996
1289,16872,1544,-5084,289,1799,-2708
1329,17100,508,-5436,-2167,2900,-4063
1369,18160,-976,-4904,-3895,4470,-7931
1411,20724,768,-5240,-5504,4843,-11590
1453,26924,5804,-5720,-12249,5107,-11523
1496,20452,-1320,-3292,-11622,5863,-11121
1541,13436,-688,-2008,-4166,5928,-8335
1583,9216,-2464,-2900,-2951,1486,-1597
1624,9996,-5840,-2160,-453,-1211,6879
1665,11824,-3792,-2320,3313,-4258,12825
1708,14852,-1548,-3240,5799,-6398,17888
1750,17660,-692,-3616,5845,-8241,21944
1792,20244,-280,-4484,6155,-9618,23273
1832,22072,1852,-4000,9230,-9044,21482
1874,21296,3744,-4796,7935,-6915,16376
1916,19308,6436,-4476,4640,-4945,10011
1957,17676,7184,-4464,-953,-2392,1375
1998,17564,4892,-2992,-3069,-175,-6368
2040,17768,4500,-3612,-496,1611,-12377
2081,16612,-19544,-15164,4710,465,-11290
2125,14152,8920,836,12650,-2105,-11861
2166,18804,3888,-5080,13288,-4186,-8985
2209,15812,9636,-7524,-8065,365,-8003
2250,19100,-4524,-44,-11978,-1898,-8293
2292,14952,4668,-8960,-545,-769,-9009
2333,15820,-896,-5568,-8743,-88,-5244
2374,16368,3980,-5564,-4715,288,-5949
2414,16064,1300,-5664,-5324,522,-5370
2455,16692,3468,-5636,-3684,493,-5555
2495,16796,2532,-6136,-4912,480,-5773
2536,16936,3436,-5064,-5313,733,-6268
2577,17472,3836,-4836,-3617,1395,-7575
2618,17584,4628,-6824,-4222,1647,-8708
2660,19048,4600,-6036,-5613,2124,-10133
2702,19880,4300,-3844,-7803,3422,-12360
2745,27424,-576,-6908,-6429,5819,-14830
2788,28052,-3604,-9500,-18106,7256,-14223
2832,16356,-18220,-7976,-9239,11026,-7644
2877,12440,3412,-12972,10629,-5741,-10558
2922,6624,-4924,-3872,-16664,-1535,12871
2965,7952,-1404,-572,-1990,-6481,19670
3007,12672,-4236,-996,9845,-11160,26548
3050,19100,3192,-4672,23293,-12597,29875
3093,23832,6820,-7880,15537,-9208,32767
3136,28640,14972,-5780,19118,-11273,32099
3181,26492,22648,-6260,14959,-6406,20244
3224,18200,31504,-3608,3543,-2668,-867
3266,21108,6008,-9260,7542,4339,-17785
3308,19572,10948,2244,6698,877,-18925
3348,11428,7972,-11184,12029,-7482,-17825
3393,13676,6628,-4616,-14672,189,-7517
3434,17768,-2984,-876,583,-174,-10017
3475,15580,10304,-9624,-8566,-475,-4715
3518,17952,-1252,-2656,-4702,-468,-4849
3560,16840,4136,-5780,-5062,172,-4063
3601,16972,3296,-5416,-5276,348,-4365
3642,16000,2680,-5900,-5873,833,-4919
3682,16844,3152,-5156,-5271,1487,-6653
3724,17628,2252,-4876,-6175,2959,-8994
3765,20868,2068,-3516,-2957,4902,-11973
3808,21556,3372,-3880,-3251,6946,-14803
3851,31104,5604,-11648,-11047,8135,-16377
3895,23756,-11280,-12200,-22179,9663,-14148
3942,14560,3204,-2228,2594,10473,-10736
3985,7044,276,-11808,5529,-3585,2916
4024,4712,-4652,-688,-13717,-2061,15224
4067,7908,1084,-1384,4115,-9261,19990
4108,12860,-1964,-2568,14904,-15415,26192
4152,20348,4588,-6872,15786,-15582,30528
4196,24440,5360,-5804,8389,-14856,32767
4239,30480,11860,-2404,14777,-13885,31498
4283,27488,21440,-3636,15380,-8314,16609
4327,18680,24696,-1764,1003,-1384,-7391
4370,22752,-5688,-8532,9987,5693,-18898
4412,14428,11424,140,17539,1734,-18782
4454,19360,8160,-8012,9312,-2653,-22119
4496,14096,3500,-4508,-16488,422,-9272
4538,16640,-1352,-2060,3248,1415,-12093
4581,15668,8664,-9068,-9827,378,-5221
4621,17896,-1016,-2744,-2319,661,-6221
4663,17948,3972,-4776,-2847,610,-5540
4704,17192,2960,-4980,-2003,1026,-6358
4745,15944,3920,-6088,-3118,1473,-7051
4787,16040,4296,-4820,-3205,1876,-8365
4828,17272,4944,-4036,-3251,2406,-9339
4870,18768,4928,-5776,-2950,3607,-10359
4913,20356,7104,-7696,-7750,4145,-11093
4955,23700,4948,-9084,-16051,5638,-13060
4999,25752,-5680,-9864,-24051,6454,-14810
5044,11428,-14840,-3668,-14194,11283,-3450
5089,15548,15604,-5140,10203,-2887,-10933
5134,5996,3848,-2260,-2133,-4069,5657
5175,2500,-10012,2088,-10188,-8033,13700
5218,10396,236,-3224,-307,-14645,23140
5260,17396,-2616,-2656,7737,-19137,29305
5304,21772,3540,-2560,6902,-17262,32767
5346,27180,-852,-3752,13208,-17912,32767
5390,32767,19216,660,25861,-12615,26569
5433,21868,23884,-1220,17194,-3397,8066
5475,20280,19728,-3824,3981,3860,-14999
5518,28000,-9644,3272,-11484,11623,-13102
5562,15388,10960,-404,10082,-2205,-25288
5606,14696,10436,-7752,-7323,499,-12702
5649,18560,-2144,-1936,-7370,21,-8855
5689,15400,6308,-6280,-1446,208,-8140
5730,16376,3448,-5440,-8023,-156,-3651
5772,17172,2644,-5096,-3702,-101,-4026
5813,16852,4196,-6016,-5602,-370,-3077
5855,16468,4044,-5544,-6017,-130,-2852
5896,16480,2672,-4892,-7011,595,-3710
5937,16932,2840,-5052,-6500,1935,-5694
5979,17044,3416,-5764,-6315,2910,-7619
6020,19844,3824,-5540,-3717,3991,-9523
6062,21140,2792,-3772,-5345,5970,-11818
6105,25556,220,-7176,-7381,9605,-14640
6146,28228,836,-13244,-22532,8385,-14685
6190,16276,-16256,-12672,-19651,13118,-8710
6237,16444,11268,-10140,12844,2267,-15493
6281,6056,7020,-5436,891,-4828,4959
6320,4372,-12448,5100,-14285,-1184,14189
